"salePointName","address","salePointCode","status","openHours__days","openHours__hours","rko","network","openHoursIndividual__days","openHoursIndividual__hours","officeType","salePointFormat","suoAvailability","hasRamp","latitude","longitude","metroStation","distance","kep","myBranch"
"ДО «На Янгеля» Филиала № 7701 Банка ВТБ (ПАО)","117534, г. Москва, ул. Академика Янгеля, д. 2","","открытая","пн","10:00-19:00","есть РКО","","пн","10:00-19:00","Да (Зона Привилегия)","Универсальный","Y","Y","55.596458","37.599823","Москва, Серпуховско-Тимирязевская линия, метро Улица Академика Янгеля","17576","True","False"
"","","","","вт","10:00-19:00","","","вт","10:00-19:00","","","","","","","","","",""
"","","","","ср","10:00-19:00","","","ср","10:00-19:00","","","","","","","","","",""
"","","","","чт","10:00-19:00","","","чт","10:00-19:00","","","","","","","","","",""
"","","","","пт","10:00-18:00","","","пт","10:00-19:00","","","","","","","","","",""
"","","","","сб","выходной","","","сб","10:00-17:00","","","","","","","","","",""
"","","","","вс","выходной","","","вс","выходной","","","","","","","","","",""
"ДО «Россошанский» Филиала № 7701 Банка ВТБ ПАО)","117535, г. Москва, ул. Россошанская, д. 1","","открытая","Не обслуживает ЮЛ","null","null","","пн-пт","09:00-20:00","Да","Стандарт","Y","Y","55.595806","37.606354","null","17623","null","False"
"","","","","","","","","сб","10:00-17:00","","","","","","","","","",""
"","","","","","","","","вс","выходной","","","","","","","","","",""
"ДО «Жуковский Центральный» Филиала № 7701 Банка ВТБ (ПАО)","140185, Московская область, г. Жуковский, ул. Ломоносова, д. 4","","открытая","пн","09:00-18:00","есть РКО","","пн","09:00-19:00","Да (Зона Привилегия)","Универсальный","Y","Y","55.589993","38.123306","null","36433","False","False"
"","","","","вт","09:00-18:00","","","вт","09:00-19:00","","","","","","","","","",""
"","","","","ср","09:00-18:00","","","ср","09:00-19:00","","","","","","","","","",""
"","","","","чт","09:00-18:00","","","чт","09:00-19:00","","","","","","","","","",""
"","","","","пт","09:00-17:00","","","пт","09:00-19:00","","","","","","","","","",""
"","","","","сб","выходной","","","сб","10:00-17:00","","","","","","","","","",""
"","","","","вс","выходной","","","вс","выходной","","","","","","","","","",""
"ДО «На Красноармейской» Филиала № 7701 Банка ВТБ (ПАО)","140100, Московская область, г. Раменское, ул. Красноармейская, д. 3","","открытая","пн-чт","09:00-18:00","нет РКО","","пн-пт","09:00-18:00","Да","Универсальный","N","N","55.573448","38.23138","null","43265","null","False"
"","","","","пт","09:00-17:00","","","сб,вс","выходной","","","","","","","","","",""
"","","","","сб,вс","выходной","","","","","","","","","","","","","",""
"ДО «Раменский» Филиала № 7701 Банка ВТБ (ПАО)","140108, Московская область, г. Раменское, ул. Карла Маркса, д. 4, помещение № 1","","открытая","пн","09:00-18:00","есть РКО","","пн","09:00-19:00","Да (Зона Привилегия)","Универсальный","Y","Y","55.568867","38.226074","null","43213","True","False"
"","","","","вт","09:00-18:00","","","вт","09:00-19:00","","","","","","","","","",""
"","","","","ср","09:00-18:00","","","ср","09:00-19:00","","","","","","","","","",""
"","","","","чт","09:00-18:00","","","чт","09:00-19:00","","","","","","","","","",""
"","","","","пт","09:00-17:00","","","пт","09:00-19:00","","","","","","","","","",""
"","","","","сб","выходной","","","сб","10:00-17:00","","","","","","","","","",""
"","","","","вс","выходной","","","вс","выходной","","","","","","","","","",""
"ДО «На Советской» в г. Раменское Филиала № 7701 Банка ВТБ (ПАО)","140108, Московская область, г. Раменское, ул. Советская, д.1Б","","открытая","Не обслуживает ЮЛ","null","нет РКО","","пн-пт","09:00-20:00","Да","Микро (РБ)","N","N","55.566872","38.22929","0","43497","null","False"
"","","","","","","","","cб","10:00-17:00","","","","","","","","","",""
"","","","","","","","","вс","выходной","","","","","","","","","",""
"ДО «Бутовский» Филиала № 7701 Банка ВТБ (ПАО)","117216, г. Москва, бульвар Дмитрия Донского, д.11","","открытая","Не обслуживает ЮЛ","null","нет РКО","","пн","09:00-20:00","Да (Зона Привилегия)","Розничный (РБ)","Y","N","55.566807","37.576393","Москва, Бутовская линия, метро Улица Старокачаловская","21007","False","False"
"","","","","","","","","вт","09:00-20:00","","","","","","","","","",""
"","","","","","","","","ср","09:00-20:00","","","","","","","","","",""
"","","","","","","","","чт","09:00-20:00","","","","","","","","","",""
"","","","","","","","","пт","09:00-20:00","","","","","","","","","",""
"","","","","","","","","сб","10:00-17:00","","","","","","","","","",""
"","","","","","","","","вс","выходной","","","","","","","","","",""
"ДО «Видное» Филиала № 7701 Банка ВТБ (ПАО)","142700, Московская область, г. Видное, Советский пр-д, д. 4","","открытая","пн","09:00-18:00","нет РКО","","пн","09:00-18:00","Да","Универсальный","Y","N","55.555126","37.708778","null","22808","True","False"
"","","","","вт","09:00-18:00","","","вт","09:00-18:00","","","","","","","","","",""
"","","","","ср","09:00-18:00","","","ср","09:00-18:00","","","","","","","","","",""
"","","","","чт","09:00-18:00","","","чт","09:00-18:00","","","","","","","","","",""
"","","","","пт","09:00-17:00","","","пт","09:00-18:00","","","","","","","","","",""
"","","","","сб","выходной","","","сб","выходной","","","","","","","","","",""
"","","","","вс","выходной","","","вс","выходной","","","","","","","","","",""
"ДО «Бульвар Ушакова» Филиала № 7701 Банка ВТБ (ПАО)","117024, г. Москва, бульвар Адмирала Ушакова, д. 2","","открытая","Не обслуживает ЮЛ","null","null","","пн","10:00-19:00","Да","Розничный (РБ)","Y","N","55.548573","37.553246","Москва, Бутовская линия, метро Улица Скобелевская","23238","False","False"
"","","","","","","","","вт","10:00-19:00","","","","","","","","","",""
"","","","","","","","","ср","10:00-19:00","","","","","","","","","",""
"","","","","","","","","чт","10:00-19:00","","","","","","","","","",""
"","","","","","","","","пт","10:00-19:00","","","","","","","","","",""
"","","","","","","","","сб","выходной","","","","","","","","","",""
"","","","","","","","","вс","выходной","","","","","","","","","",""
"ДО «На Венёвской» Филиала № 7701 Банка ВТБ (ПАО)","117042, г. Москва, ул. Веневская, д.6","","открытая","пн","09:00-18:00","есть РКО","","пн","09:00-20:00","Да (Зона Привилегия)","Универсальный","Y","N","55.547852","37.543255","Москва, Бутовская линия, метро Бульвар Адмирала Ушакова","23438","True","False"
"","","","","вт","09:00-18:00","","","вт","09:00-20:00","","","","","","","","","",""
"","","","","ср","09:00-18:00","","","ср","09:00-20:00","","","","","","","","","",""
"","","","","чт","09:00-18:00","","","чт","09:00-20:00","","","","","","","","","",""
"","","","","пт","09:00-17:00","","","пт","09:00-20:00","","","","","","","","","",""
"","","","","сб","выходной","","","сб","10:00-17:00","","","","","","","","","",""
"","","","","вс","выходной","","","вс","выходной","","","","","","","","","",""
"ДО «Видновский» Филиала № 7701 Банка ВТБ (ПАО)","142701, Московская область, г. Видное, просп. Ленинского Комсомола, д.17 корп.2","","открытая","пн","09:00-18:00","есть РКО","","пн","09:00-20:00","Да (Зона Привилегия)","Универсальный","Y","N","55.545261","37.708141","null","23865","True","False"
"","","","","вт","09:00-18:00","","","вт","09:00-20:00","","","","","","","","","",""
"","","","","ср","09:00-18:00","","","ср","09:00-20:00","","","","","","","","","",""
"","","","","чт","09:00-18:00","","","чт","09:00-20:00","","","","","","","","","",""
